S0000000033ST00004PR000182024-01-01T09:53:40Z01 505.82
S0000000034ST00004PR000292024-01-01T01:57:57Z08 283.88
S0000000035ST00004PR000072024-01-01T04:50:14Z04 334.43
S0000000036ST00004PR000032024-01-01T18:18:55Z08 142.01
S0000000037ST00004PR000282024-01-01T20:33:42Z09  23.28
S0000000038ST00004PR000172024-01-01T00:55:20Z07 102.79
S0000000039ST00004PR000242024-01-01T12:32:04Z07 273.45
S0000000040ST00004PR000152024-01-01T23:32:41Z05 319.22
S0000000041ST00004PR000092024-01-01T16:27:58Z04  57.73
S0000000042ST00004PR000302024-01-01T22:29:52Z05 274.87
S0000000043ST00004PR000072024-01-01T13:27:11Z03 334.25
S0000000044ST00004PR000232024-01-01T09:03:41Z11 406.42
S0000000045ST00004PR000092024-01-01T01:32:42Z10  59.18
S0000000046ST00004PR000042024-01-01T09:28:24Z04 260.03
S0000000047ST00004PR000062024-01-01T22:17:43Z09  51.56
S0000000048ST00004PR000092024-01-01T14:47:55Z01  60.07
S0000000049ST00004PR000152024-01-01T07:03:01Z08 292.47
S0000000050ST00004PR000212024-01-01T11:09:38Z08 422.94
S0000000051ST00004PR000152024-01-01T06:09:42Z09 312.36
S0000000052ST00004PR000282024-01-01T20:24:54Z04  22.65
S0000000053ST00004PR000062024-01-01T17:20:30Z04  53.78
S0000000054ST00004PR000012024-01-01T21:35:28Z07 106.82
S0000000055ST00004PR000122024-01-01T12:44:37Z04 139.24
S0000000056ST00004PR000052024-01-01T15:15:35Z07 235.89
S0000000057ST00004PR000042024-01-01T01:40:38Z06 253.24
S0000000058ST00004PR000152024-01-01T06:09:39Z01 317.66
S0000000059ST00004PR000222024-01-01T08:47:48Z09 330.33
S0000000060ST00004PR000222024-01-01T21:51:25Z05 317.57
S0000000061ST00004PR000202024-01-01T07:43:50Z10  88.24
S0000000062ST00004PR000232024-01-01T03:10:59Z08 378.56
S0000000063ST00004PR000102024-01-01T18:39:19Z01 131.40
S0000000064ST00004PR000102024-01-01T03:57:50Z09 129.43
S0000000065ST00004PR000302024-01-01T22:26:21Z03 288.49
S0000000066ST00004PR000182024-01-01T17:22:20Z01 507.95
S0000000067ST00004PR000212024-01-01T11:04:24Z10 420.49
S0000000068ST00004PR000252024-01-01T10:35:28Z09 467.85
S0000000069ST00004PR000242024-01-01T09:28:16Z03 273.66
S0000000070ST00004PR000022024-01-01T04:04:06Z10 304.86
S0000000071ST00004PR000212024-01-01T21:23:48Z08 424.52
S0000000072ST00004PR000202024-01-01T15:18:17Z06  91.00
S0000000073ST00004PR000172024-01-01T09:21:54Z06 108.82
S0000000074ST00004PR000222024-01-01T04:57:19Z05 314.28
S0000000075ST00004PR000142024-01-01T03:26:55Z09 167.90
S0000000076ST00004PR000242024-01-01T16:35:51Z09 256.72
S0000000077ST00004PR000172024-01-01T22:39:50Z02 112.42
S0000000078ST00004PR000262024-01-01T16:29:11Z06 377.63
S0000000079ST00004PR000132024-01-01T04:58:30Z02 127.43
S0000000080ST00004PR000262024-01-01T09:26:49Z01 356.98
S0000000081ST00004PR000042024-01-01T01:22:28Z09 248.87
S0000000082ST00004PR000152024-01-01T12:29:09Z03 321.51
S0000000083ST00004PR000182024-01-01T18:33:16Z12 521.34
S0000000084ST00004PR000252024-01-01T07:29:51Z01 469.93
S0000000085ST00004PR000152024-01-01T11:48:19Z10 296.44
S0000000086ST00004PR000182024-01-01T21:00:40Z04 496.02
S0000000087ST00004PR000072024-01-01T06:04:39Z12 354.52
S0000000088ST00004PR000152024-01-01T11:02:07Z08 300.12
S0000000089ST00004PR000012024-01-01T03:12:15Z03 104.34
S0000000090ST00004PR000292024-01-01T15:36:57Z07 288.79
S0000000091ST00004PR000022024-01-01T03:16:30Z12 311.00
S0000000092ST00004PR000222024-01-01T12:21:13Z04 320.12
S0000000093ST00004PR000142024-01-01T19:38:05Z10 170.33
S0000000094ST00004PR000092024-01-01T08:43:55Z03  58.93
S0000000095ST00004PR000182024-01-01T23:18:55Z08 487.60
S0000000096ST00004PR000242024-01-01T20:06:00Z01 279.57
S0000000097ST00004PR000132024-01-01T22:11:54Z10 118.65
S0000000098ST00004PR000222024-01-01T01:15:08Z10 321.16
S0000000099ST00004PR000232024-01-01T13:45:06Z10 379.41
S0000000100ST00004PR000282024-01-01T13:06:29Z04  22.42
S0000000101ST00004PR000042024-01-01T05:34:39Z03 261.34
S0000000102ST00004PR000042024-01-01T13:11:15Z06 256.06
S0000000103ST00004PR000292024-01-01T10:11:09Z06 303.83
S0000000104ST00004PR000132024-01-01T16:23:31Z10 124.76
S0000000105ST00004PR000172024-01-01T17:11:55Z03 109.42
S0000000106ST00004PR000182024-01-01T06:04:57Z02 493.98
S0000000107ST00004PR000142024-01-01T13:57:15Z02 168.50
S0000000108ST00004PR000242024-01-01T21:54:43Z10 268.44
S0000000109ST00004PR000292024-01-01T16:02:10Z07 299.74
S0000000110ST00004PR000042024-01-01T06:48:02Z02 244.78
S0000000111ST00004PR000202024-01-01T11:58:15Z05  86.56
S0000000112ST00004PR000262024-01-01T23:33:31Z06 375.21
S0000000113ST00004PR000032024-01-01T23:41:01Z11 139.64
S0000000114ST00004PR000152024-01-01T16:23:38Z11 311.73
S0000000115ST00004PR000222024-01-01T21:13:45Z11 316.19
S0000000116ST00004PR000182024-01-01T19:01:38Z03 476.42
S0000000117ST00004PR000182024-01-01T15:24:25Z07 504.01
S0000000118ST00004PR000112024-01-01T07:29:47Z12 407.73
S0000000119ST00004PR000212024-01-01T02:01:34Z09 415.77
S0000000120ST00004PR000182024-01-01T09:37:21Z11 475.42
S0000000121ST00001PR000042024-01-01T16:04:30Z11 248.60
S0000000122ST00001PR000062024-01-01T08:57:36Z07  53.64
S0000000123ST00001PR000232024-01-01T21:10:02Z06 386.44
S0000000124ST00001PR000082024-01-01T05:17:02Z12 302.12
S0000000125ST00001PR000162024-01-01T08:10:00Z12  11.16
S0000000126ST00001PR000282024-01-01T13:41:39Z09  21.77
S0000000127ST00001PR000182024-01-01T15:16:00Z12 507.39
S0000000128ST00001PR000262024-01-01T09:42:19Z12 349.47
S0000000129ST00001PR000302024-01-01T10:29:57Z01 280.89
S0000000130ST00001PR000232024-01-01T11:07:26Z04 401.76
S0000000131ST00001PR000042024-01-01T17:41:07Z08 255.01
S0000000132ST00001PR000032024-01-01T11:28:57Z06 147.30
S0000000133ST00001PR000012024-01-01T16:57:38Z06 106.08
S0000000134ST00001PR000262024-01-01T12:06:58Z06 372.81
S0000000135ST00001PR000032024-01-01T13:22:30Z07 147.66
S0000000136ST00001PR000162024-01-01T12:35:16Z01  11.49
S0000000137ST00001PR000182024-01-01T10:37:39Z11 497.57
S0000000138ST00001PR000302024-01-01T23:21:58Z04 281.47
S0000000139ST00001PR000182024-01-01T06:38:37Z04 490.43
S0000000140ST00001PR000262024-01-01T10:14:15Z05 370.23
S0000000141ST00001PR000122024-01-01T08:03:01Z06 131.53
S0000000142ST00001PR000292024-01-01T03:33:21Z06 292.90
S0000000143ST00001PR000262024-01-01T16:08:55Z06 363.82
S0000000144ST00001PR000292024-01-01T16:25:28Z12 285.66
S0000000145ST00001PR000262024-01-01T03:49:33Z02 351.34
S0000000146ST00001PR000122024-01-01T14:02:32Z03 140.04
S0000000147ST00001PR000132024-01-01T21:46:05Z08 125.82
S0000000148ST00001PR000262024-01-01T15:24:56Z04 354.93
S0000000149ST00001PR000062024-01-01T21:27:48Z02  50.73
S0000000150ST00001PR000072024-01-01T09:35:26Z03 345.90
S0000000151ST00001PR000232024-01-01T06:18:55Z05 399.00
S0000000152ST00001PR000052024-01-01T00:25:57Z05 240.79
S0000000153ST00001PR000282024-01-01T00:52:58Z02  22.55
S0000000154ST00001PR000242024-01-01T22:58:35Z10 268.11
S0000000155ST00001PR000182024-01-01T07:41:26Z03 491.82
S0000000156ST00001PR000132024-01-01T08:02:13Z08 124.05
S0000000157ST00001PR000142024-01-01T18:25:26Z11 169.80
S0000000158ST00001PR000052024-01-01T14:29:12Z11 227.46
S0000000159ST00001PR000052024-01-01T00:31:07Z10 238.99
S0000000160ST00001PR000252024-01-01T18:08:54Z12 493.71
S0000000161ST00001PR000282024-01-01T23:53:24Z08  22.64
S0000000162ST00001PR000052024-01-01T16:41:58Z05 226.29
S0000000163ST00001PR000092024-01-01T18:09:58Z03  57.61
S0000000164ST00001PR000182024-01-01T10:48:10Z10 484.87
S0000000165ST00001PR000112024-01-01T03:58:08Z10 424.90
S0000000166ST00001PR000182024-01-01T06:01:33Z03 493.19
S0000000167ST00001PR000112024-01-01T01:26:33Z12 401.01
S0000000168ST00001PR000302024-01-01T19:38:39Z01 280.51
S0000000169ST00001PR000292024-01-01T16:03:47Z11 294.15
S0000000170ST00001PR000262024-01-01T08:21:21Z12 360.47
S0000000171ST00001PR000022024-01-01T18:28:54Z07 309.26
S0000000172ST00001PR000152024-01-01T20:09:48Z03 301.02
S0000000173ST00001PR000102024-01-01T11:02:09Z01 126.50
S0000000174ST00001PR000212024-01-01T16:59:32Z05 424.31
S0000000175ST00001PR000072024-01-01T18:33:48Z08 344.65
S0000000176ST00001PR000012024-01-01T00:21:22Z06 100.66
S0000000177ST00001PR000072024-01-01T01:09:59Z11 340.84
S0000000178ST00001PR000092024-01-01T06:23:29Z03  57.94
S0000000179ST00001PR000292024-01-01T15:50:05Z03 297.67
S0000000180ST00001PR000072024-01-01T20:47:58Z12 354.17
S0000000181ST00001PR000042024-01-01T05:35:31Z02 266.31
S0000000182ST00001PR000262024-01-01T19:57:56Z03 373.80
S0000000183ST00001PR000212024-01-01T06:23:05Z10 400.88
S0000000184ST00001PR000182024-01-01T19:55:11Z11 486.79
S0000000185ST00001PR000202024-01-01T01:15:32Z09  83.42
S0000000186ST00001PR000112024-01-01T19:38:07Z10 414.51
S0000000187ST00001PR000262024-01-01T23:09:06Z10 369.83
S0000000188ST00001PR000052024-01-01T11:00:23Z08 231.34
S0000000189ST00001PR000092024-01-01T18:13:14Z08  58.56
S0000000190ST00001PR000102024-01-01T20:14:51Z06 127.93
S0000000191ST00001PR000082024-01-01T14:17:46Z03 307.69
S0000000192ST00001PR000232024-01-01T00:25:48Z02 392.95
S0000000193ST00001PR000082024-01-01T12:12:36Z03 305.26
S0000000194ST00001PR000262024-01-01T05:57:30Z05 374.01
S0000000195ST00001PR000182024-01-01T18:14:27Z04 495.88
S0000000196ST00001PR000182024-01-01T16:28:11Z10 489.96
S0000000197ST00001PR000052024-01-01T03:16:54Z10 225.45
S0000000198ST00001PR000242024-01-01T01:03:57Z03 258.40
S0000000199ST00001PR000102024-01-01T20:24:00Z06 135.98
S0000000200ST00001PR000292024-01-01T15:56:42Z08 306.47
S0000000201ST00001PR000202024-01-01T09:29:31Z04  85.05
S0000000202ST00001PR000292024-01-01T01:22:03Z01 296.15
S0000000203ST00001PR000182024-01-01T20:09:44Z11 475.98
S0000000204ST00001PR000172024-01-01T15:26:41Z03 106.78
S0000000205ST00001PR000262024-01-01T10:12:52Z12 372.81
S0000000206ST00001PR000172024-01-01T22:02:36Z09 107.46
S0000000207ST00001PR000272024-01-01T10:00:06Z01 452.08
S0000000208ST00001PR000242024-01-01T23:17:28Z07 257.44
S0000000209ST00001PR000082024-01-01T07:44:56Z06 298.07
S0000000210ST00001PR000082024-01-01T03:14:20Z08 311.07
S0000000211ST00001PR000082024-01-01T17:55:51Z08 307.34
S0000000212ST00001PR000072024-01-01T14:23:40Z10 333.70
S0000000213ST00001PR000092024-01-01T16:10:04Z12  56.48
S0000000214ST00001PR000022024-01-01T00:45:30Z08 295.89
S0000000215ST00001PR000092024-01-01T12:42:36Z01  59.61
S0000000216ST00001PR000202024-01-01T22:36:58Z06  90.32
S0000000217ST00001PR000232024-01-01T20:57:08Z08 377.35
S0000000218ST00001PR000012024-01-01T13:38:10Z04 105.89
S0000000219ST00001PR000142024-01-01T10:48:22Z06 168.60
S0000000220ST00001PR000182024-01-01T07:22:03Z06 493.77
S0000000221ST00001PR000112024-01-01T16:17:26Z11 433.71
S0000000222ST00001PR000292024-01-01T19:07:15Z11 284.29
S0000000223ST00001PR000122024-01-01T06:56:21Z05 134.32
S0000000224ST00001PR000052024-01-01T02:20:26Z05 241.69
S0000000225ST00001PR000022024-01-01T05:26:55Z01 288.82
S0000000226ST00001PR000112024-01-01T22:04:46Z09 433.50
S0000000227ST00001PR000112024-01-01T00:30:00Z07 406.97
S0000000228ST00001PR000252024-01-01T22:09:17Z07 474.36
S0000000229ST00001PR000172024-01-01T23:02:21Z12 106.45
S0000000230ST00001PR000152024-01-01T07:20:00Z02 312.72
S0000000231ST00001PR000102024-01-01T09:55:23Z10 129.34
S0000000232ST00001PR000262024-01-01T05:38:58Z02 381.63
S0000000233ST00001PR000022024-01-01T01:02:26Z08 300.80
S0000000234ST00001PR000162024-01-01T16:31:12Z02  11.64
S0000000235ST00001PR000082024-01-01T09:33:37Z11 301.00
S0000000236ST00001PR000292024-01-01T03:33:06Z08 292.40
S0000000237ST00001PR000162024-01-01T02:41:01Z10  11.55
S0000000238ST00001PR000082024-01-01T03:32:16Z06 299.33
S0000000239ST00001PR000262024-01-01T08:47:06Z09 356.16
S0000000240ST00001PR000022024-01-01T01:20:56Z06 302.32
S0000000241ST00001PR000302024-01-01T03:29:15Z07 292.34
S0000000242ST00001PR000092024-01-01T04:52:59Z01  59.62
S0000000243ST00001PR000082024-01-01T20:58:03Z07 313.37
S0000000244ST00001PR000242024-01-01T00:42:20Z01 274.16
S0000000245ST00001PR000302024-01-01T20:27:19Z09 281.88
S0000000246ST00001PR000162024-01-01T06:01:21Z01  11.80
S0000000247ST00001PR000082024-01-01T05:29:30Z07 307.73
S0000000248ST00001PR000152024-01-01T22:44:14Z06 312.75
S0000000249ST00001PR000202024-01-01T05:19:29Z10  85.11
S0000000250ST00001PR000042024-01-01T21:37:20Z10 264.18
S0000000251ST00001PR000262024-01-01T02:12:46Z05 375.32
S0000000252ST00001PR000252024-01-01T17:16:36Z04 466.68
S0000000253ST00001PR000152024-01-01T18:17:12Z10 294.89
S0000000254ST00001PR000262024-01-01T02:22:06Z04 355.62
S0000000255ST00001PR000222024-01-01T10:00:01Z05 320.77
S0000000256ST00001PR000232024-01-01T15:11:38Z09 404.61
S0000000257ST00001PR000022024-01-01T04:12:12Z08 306.34
S0000000258ST00001PR000082024-01-01T22:11:28Z08 310.12
S0000000259ST00005PR000242024-01-01T07:46:35Z08 258.86
S0000000260ST00005PR000182024-01-01T23:19:59Z09 519.94
S0000000261ST00005PR000072024-01-01T16:20:50Z05 348.79
S0000000262ST00005PR000222024-01-01T17:51:12Z05 327.98
S0000000263ST00005PR000262024-01-01T19:51:13Z04 373.65
S0000000264ST00005PR000282024-01-01T22:03:49Z06  21.32
S0000000265ST00005PR000032024-01-01T08:12:50Z08 149.27
S0000000266ST00005PR000182024-01-01T14:58:14Z12 520.47
S0000000267ST00005PR000182024-01-01T04:15:42Z10 499.54
S0000000268ST00005PR000052024-01-01T09:02:58Z05 232.49
S0000000269ST00005PR000132024-01-01T00:58:34Z11 120.88
S0000000270ST00005PR000142024-01-01T22:30:03Z02 167.96
S0000000271ST00005PR000042024-01-01T14:10:20Z08 251.84
S0000000272ST00005PR000282024-01-01T20:31:17Z08  23.25
S0000000273ST00005PR000102024-01-01T07:47:58Z03 132.63
S0000000274ST00005PR000282024-01-01T13:05:47Z09  23.33
S0000000275ST00005PR000182024-01-01T06:20:53Z09 474.43
S0000000276ST00005PR000232024-01-01T05:00:38Z04 385.91
S0000000277ST00005PR000082024-01-01T09:33:29Z05 294.88
S0000000278ST00005PR000182024-01-01T22:32:08Z09 504.87
S0000000279ST00005PR000072024-01-01T11:58:36Z06 363.43
S0000000280ST00005PR000252024-01-01T05:05:20Z02 467.92
S0000000281ST00005PR000182024-01-01T09:43:14Z02 499.55
S0000000282ST00005PR000182024-01-01T00:24:32Z11 510.08
S0000000283ST00005PR000232024-01-01T08:22:34Z04 375.54
S0000000284ST00005PR000232024-01-01T12:19:01Z10 398.48
S0000000285ST00005PR000232024-01-01T08:31:46Z12 396.12
S0000000286ST00005PR000112024-01-01T02:52:39Z06 400.39
S0000000287ST00005PR000222024-01-01T03:02:07Z10 330.79
S0000000288ST00005PR000182024-01-01T16:29:05Z05 477.68
S0000000289ST00005PR000042024-01-01T01:20:20Z02 256.34
S0000000290ST00005PR000112024-01-01T15:01:01Z08 407.39
S0000000291ST00005PR000042024-01-01T22:53:12Z02 245.91
S0000000292ST00005PR000182024-01-01T12:56:12Z12 507.61
S0000000293ST00005PR000202024-01-01T02:14:51Z06  89.50
S0000000294ST00005PR000182024-01-01T08:23:26Z05 483.41
S0000000295ST00005PR000012024-01-01T07:02:36Z06 106.15
S0000000296ST00005PR000042024-01-01T17:28:36Z12 250.47
S0000000297ST00005PR000022024-01-01T18:40:48Z07 310.07
S0000000298ST00005PR000022024-01-01T03:46:17Z06 295.44
S0000000299ST00005PR000082024-01-01T22:52:04Z09 318.66
S0000000300ST00005PR000282024-01-01T01:32:42Z09  22.94
S0000000301ST00005PR000152024-01-01T05:17:12Z09 298.57
S0000000302ST00005PR000162024-01-01T15:19:37Z04  11.95
S0000000303ST00005PR000292024-01-01T09:04:17Z12 292.42
S0000000304ST00005PR000222024-01-01T01:03:54Z05 326.86
S0000000305ST00005PR000112024-01-01T03:11:16Z08 401.69
S0000000306ST00005PR000082024-01-01T15:31:46Z07 306.48
S0000000307ST00005PR000152024-01-01T03:18:56Z07 292.37
S0000000308ST00005PR000042024-01-01T19:47:14Z05 264.69
S0000000309ST00005PR000212024-01-01T14:56:43Z10 411.64
S0000000310ST00005PR000042024-01-01T08:48:35Z03 267.38
S0000000311ST00005PR000152024-01-01T01:21:39Z10 308.42
S0000000312ST00005PR000072024-01-01T16:25:13Z02 349.15
S0000000313ST00005PR000302024-01-01T04:57:12Z02 292.22
S0000000314ST00005PR000042024-01-01T07:49:53Z05 244.44
S0000000315ST00005PR000212024-01-01T23:53:42Z04 386.57
S0000000316ST00005PR000122024-01-01T06:34:35Z10 131.59
S0000000317ST00005PR000262024-01-01T15:22:29Z02 382.84
S0000000318ST00005PR000232024-01-01T19:52:39Z09 394.73
S0000000319ST00005PR000162024-01-01T08:27:52Z07  11.57
S0000000320ST00005PR000082024-01-01T11:14:41Z10 305.00
S0000000321ST00005PR000042024-01-01T00:18:18Z03 256.41
S0000000322ST00005PR000292024-01-01T20:54:03Z12 308.77
S0000000323ST00005PR000222024-01-01T10:51:15Z12 312.72
S0000000324ST00005PR000152024-01-01T10:26:14Z05 303.66
S0000000325ST00005PR000292024-01-01T18:12:00Z03 285.88
S0000000326ST00005PR000082024-01-01T10:57:21Z08 322.77
S0000000327ST00005PR000062024-01-01T06:59:56Z09  53.07
S0000000328ST00005PR000272024-01-01T20:18:09Z12 465.58
S0000000329ST00005PR000022024-01-01T03:39:54Z07 295.27
S0000000330ST00005PR000092024-01-01T08:03:43Z06  55.28
S0000000331ST00005PR000042024-01-01T20:03:32Z12 245.73
S0000000332ST00005PR000252024-01-01T07:56:56Z09 480.00
S0000000333ST00005PR000252024-01-01T04:31:27Z01 511.44
S0000000334ST00005PR000042024-01-01T11:52:34Z01 256.34
S0000000335ST00005PR000262024-01-01T18:58:07Z03 349.53
S0000000336ST00005PR000082024-01-01T20:56:54Z03 316.73
S0000000337ST00005PR000072024-01-01T06:00:51Z11 336.34
S0000000338ST00005PR000182024-01-01T12:42:28Z01 489.53
S0000000339ST00005PR000062024-01-01T08:26:29Z01  54.08
S0000000340ST00005PR000092024-01-01T13:33:28Z01  59.52
S0000000341ST00005PR000262024-01-01T01:15:46Z05 377.44
S0000000342ST00005PR000132024-01-01T21:14:26Z01 124.75
S0000000343ST00005PR000212024-01-01T16:29:51Z08 399.22
S0000000344ST00005PR000022024-01-01T10:57:26Z04 311.22
S0000000345ST00005PR000042024-01-01T00:59:28Z09 247.66
S0000000346ST00005PR000242024-01-01T12:23:50Z12 261.35
S0000000347ST00005PR000242024-01-01T18:31:26Z09 257.04
S0000000348ST00005PR000022024-01-01T02:26:21Z06 307.46
S0000000349ST00005PR000092024-01-01T21:12:06Z11  58.38
S0000000350ST00005PR000152024-01-01T03:45:07Z03 295.69
S0000000351ST00005PR000112024-01-01T11:28:42Z07 421.60
S0000000352ST00005PR000042024-01-01T14:14:54Z01 261.10
S0000000353ST00005PR000102024-01-01T17:28:59Z08 127.65
S0000000354ST00005PR000102024-01-01T14:21:37Z09 124.09
S0000000355ST00005PR000122024-01-01T20:49:17Z04 142.77
S0000000356ST00005PR000292024-01-01T05:55:44Z10 308.18
S0000000357ST00005PR000232024-01-01T00:54:53Z11 395.07
S0000000358ST00005PR000022024-01-01T14:15:48Z08 315.40
S0000000359ST00005PR000052024-01-01T01:34:41Z05 225.18
S0000000360ST00005PR000112024-01-01T10:14:20Z05 402.70
S0000000361ST00005PR000012024-01-01T14:48:35Z05  97.09
S0000000362ST00005PR000162024-01-01T23:30:45Z06  11.81
S0000000363ST00005PR000162024-01-01T19:41:09Z02  11.55
S0000000364ST00005PR000082024-01-01T13:15:31Z02 313.05
S0000000365ST00005PR000042024-01-01T22:13:20Z06 248.82
S0000000366ST00005PR000212024-01-01T21:35:38Z11 411.63
S0000000367ST00005PR000162024-01-01T15:26:23Z08  11.26
S0000000368ST00005PR000232024-01-01T09:07:43Z11 387.12
S0000000369ST00005PR000222024-01-01T07:07:38Z12 321.44
S0000000370ST00005PR000202024-01-01T07:41:47Z09  85.51
S0000000371ST00005PR000262024-01-01T22:29:33Z12 379.65
S0000000372ST00005PR000182024-01-01T09:42:45Z07 515.69
S0000000373ST00005PR000262024-01-01T20:19:16Z02 372.81
S0000000374ST00005PR000232024-01-01T15:16:26Z01 391.19
S0000000375ST00005PR000072024-01-01T09:41:36Z08 349.83
S0000000376ST00005PR000262024-01-01T16:51:12Z06 373.77
S0000000377ST00005PR000122024-01-01T20:14:10Z09 131.99
S0000000378ST00005PR000212024-01-01T23:51:24Z12 398.81
S0000000379ST00005PR000112024-01-01T07:46:07Z01 425.85
S0000000380ST00002PR000162024-01-01T11:40:32Z08  11.70
S0000000381ST00002PR000202024-01-01T01:31:49Z03  89.34
S0000000382ST00002PR000242024-01-01T14:34:54Z11 280.84
S0000000383ST00002PR000112024-01-01T05:52:03Z03 411.30
S0000000384ST00002PR000092024-01-01T16:24:21Z09  57.34
S0000000385ST00002PR000112024-01-01T01:28:52Z08 438.04
S0000000386ST00002PR000052024-01-01T18:48:23Z03 242.71
S0000000387ST00002PR000122024-01-01T08:02:16Z08 137.71
S0000000388ST00002PR000262024-01-01T02:07:04Z10 359.08
S0000000389ST00002PR000172024-01-01T03:35:31Z07 103.29
S0000000390ST00002PR000262024-01-01T07:28:20Z05 353.29
S0000000391ST00002PR000112024-01-01T19:04:00Z02 435.11
S0000000392ST00002PR000262024-01-01T09:34:09Z12 378.54
S0000000393ST00002PR000072024-01-01T18:16:32Z11 341.51
S0000000394ST00002PR000172024-01-01T01:54:38Z12 102.95
S0000000395ST00002PR000302024-01-01T17:34:22Z08 287.08
S0000000396ST00002PR000282024-01-01T00:55:06Z12  23.21
S0000000397ST00002PR000292024-01-01T00:10:53Z05 290.48
S0000000398ST00002PR000262024-01-01T01:02:06Z06 373.76
S0000000399ST00002PR000182024-01-01T12:10:41Z02 491.25
S0000000400ST00002PR000172024-01-01T09:59:55Z08 103.75
S0000000401ST00002PR000042024-01-01T07:24:50Z07 255.76
S0000000402ST00002PR000062024-01-01T03:43:49Z01  55.00
S0000000403ST00002PR000022024-01-01T11:13:33Z02 288.11
S0000000404ST00002PR000262024-01-01T19:51:43Z06 377.11
S0000000405ST00002PR000022024-01-01T09:17:20Z08 311.22
S0000000406ST00002PR000102024-01-01T17:58:26Z10 135.75
S0000000407ST00002PR000062024-01-01T12:39:25Z04  51.07
S0000000408ST00002PR000292024-01-01T00:17:06Z12 303.08
S0000000409ST00002PR000162024-01-01T12:20:58Z10  11.75
S0000000410ST00002PR000022024-01-01T23:43:11Z02 311.31
S0000000411ST00002PR000022024-01-01T00:15:30Z11 286.34
S0000000412ST00002PR000262024-01-01T10:38:21Z01 381.60
S0000000413ST00002PR000182024-01-01T04:05:08Z03 513.55
S0000000414ST00002PR000112024-01-01T03:42:01Z10 402.45
S0000000415ST00002PR000182024-01-01T20:26:13Z05 484.29
S0000000416ST00002PR000012024-01-01T14:38:01Z07  98.57
S0000000417ST00002PR000082024-01-01T02:56:01Z04 312.29
S0000000418ST00002PR000262024-01-01T08:05:04Z09 383.33
S0000000419ST00002PR000262024-01-01T05:32:33Z01 362.50
S0000000420ST00002PR000112024-01-01T11:31:19Z03 434.60
S0000000421ST00002PR000252024-01-01T11:53:38Z09 505.61
S0000000422ST00002PR000282024-01-01T11:07:46Z05  23.30
S0000000423ST00002PR000242024-01-01T12:33:16Z09 280.53
S0000000424ST00002PR000112024-01-01T18:17:13Z06 407.68
S0000000425ST00002PR000032024-01-01T12:37:20Z11 146.45
S0000000426ST00002PR000182024-01-01T15:20:43Z03 494.69
S0000000427ST00002PR000262024-01-01T14:47:01Z11 360.64
S0000000428ST00002PR000122024-01-01T08:49:27Z07 132.59
S0000000429ST00002PR000212024-01-01T19:25:51Z09 425.60
S0000000430ST00002PR000182024-01-01T00:08:58Z11 519.51
S0000000431ST00002PR000072024-01-01T06:33:02Z08 348.64
S0000000432ST00002PR000252024-01-01T13:32:59Z07 473.13
S0000000433ST00002PR000052024-01-01T09:18:30Z10 229.10
S0000000434ST00002PR000012024-01-01T09:07:53Z04  98.37
S0000000435ST00002PR000112024-01-01T00:16:40Z09 405.48
